C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_171.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_171.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_171.jpg,0,0,0,1.217297E-05
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_241.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_241.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_241.jpg,0,0,0,2.03553E-06
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_322.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_322.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_322.jpg,0,0,0,1.786734E-07
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_401.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_401.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_401.jpg,0,0,0,8.416031E-06
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_475.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_475.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_475.jpg,0,0,0,5.29228E-07
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_553.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_553.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_553.jpg,0,0.1479751,0,0.06003429
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_635.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_635.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_635.jpg,0,0.3884996,0,0.2831654
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_708.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_708.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_708.jpg,0,0.6093477,0,0.8015369
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_780.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_780.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_780.jpg,0,0.8335981,0,1.494747
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_853.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_853.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_853.jpg,0,1,0,2.189824
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_32_935.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_32_935.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_32_935.jpg,0,1,0,3.127913
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_009.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_009.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_009.jpg,0,1,0,4.068074
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_082.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_082.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_082.jpg,0,1,0,5.001161
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_156.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_156.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_156.jpg,0,1,0,5.926876
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_234.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_234.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_234.jpg,0,1,0,6.616458
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_310.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_310.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_310.jpg,0,1,0,7.529647
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_382.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_382.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_382.jpg,0,1,0,8.435738
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_450.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_450.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_450.jpg,0,1,0,9.110679
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_522.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_522.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_522.jpg,0,1,0,10.00441
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_618.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_618.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_618.jpg,0,1,0,11.11168
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_694.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_694.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_694.jpg,0,1,0,11.60736
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_770.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_770.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_770.jpg,0,1,0,12.62618
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_842.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_842.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_842.jpg,0,1,0,13.46128
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_922.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_922.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_922.jpg,0,1,0,14.22224
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_33_991.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_33_991.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_33_991.jpg,0,1,0,15.1047
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_34_066.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_34_066.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_34_066.jpg,0,1,0,15.96663
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_34_139.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_34_139.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_34_139.jpg,0,1,0,16.80404
C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\center_2017_03_11_12_44_34_223.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\left_2017_03_11_12_44_34_223.jpg,C:\Users\Nachtfuchs\GitHub_Projects\CarND-Behavioral-Cloning-P3\more_data\IMG\right_2017_03_11_12_44_34_223.jpg,0,1,0,17.62877
